"F1_*Loc","F2_*Loc","XCOO","YCOO","F1_Ag","F1_Ag_INAA","F1_Al","F1_Al2O3","F1_As","F1_As_INAA","F1_Au_INAA","F1_B","F1_Ba","F1_Ba_INAA","F1_Be","F1_Bi","F1_Br","F1_Br_INAA","F1_Ca","F1_Ca_INAA","F1_CaO","F1_Cd","F1_Ce_INAA","F1_Cl","F1_Co","F1_Co_INAA","F1_Cond","F1_Cr","F1_Cr_INAA","F1_Cs_INAA","F1_Cu","F1_Eu_INAA","F1_F","F1_F_ionselect","F1_Fe","F1_Fe_INAA","F1_Fe2O3","F1_Hf_INAA","F1_Hg","F1_Hg_INAA","F1_Ir_INAA","F1_K","F1_K2O","F1_La","F1_La_INAA","F1_Li","F1_LOI","F1_Lu_INAA","F1_Mass_INAA","F1_Mg","F1_MgO","F1_Mn","F1_MnO","F1_Mo","F1_Mo_INAA","F1_Na","F1_Na_INAA","F1_Na2O","F1_Nd_INAA","F1_Ni","F1_Ni_INAA","F1_NO2","F1_NO3","F1_P","F1_P2O5","F1_Pb","F1_pH","F1_PO4","F1_Rb","F1_S","F1_Sb","F1_Sb_INAA","F1_Sc","F1_Sc_INAA","F1_Se","F1_Se_INAA","F1_Si","F1_SiO2","F1_Sm_INAA","F1_Sn_INAA","F1_SO4","F1_Sr","F1_Sr_INAA","F1_Sum","F1_Ta_INAA","F1_Tb_INAA","F1_Te","F1_Th","F1_Th_INAA","F1_Ti","F1_TiO2","F1_U_INAA","F1_V","F1_W_INAA","F1_Y","F1_Yb_INAA","F1_Zn","F1_Zn_INAA","F2_Ag","F2_Ag_INAA","F2_Al","F2_Al2O3","F2_As","F2_As_INAA","F2_Au_INAA","F2_B","F2_Ba","F2_Ba_INAA","F2_Be","F2_Bi","F2_Br","F2_Br_INAA","F2_Ca","F2_Ca_INAA","F2_CaO","F2_Cd","F2_Ce_INAA","F2_Cl","F2_Co","F2_Co_INAA","F2_Cond","F2_Cr","F2_Cr_INAA","F2_Cs_INAA","F2_Cu","F2_Eu_INAA","F2_F","F2_F_ionselect","F2_Fe","F2_Fe_INAA","F2_Fe2O3","F2_Hf_INAA","F2_Hg","F2_Hg_INAA","F2_Ir_INAA","F2_K","F2_K2O","F2_La","F2_La_INAA","F2_Li","F2_LOI","F2_Lu_INAA","F2_Mass_INAA","F2_Mg","F2_MgO","F2_Mn","F2_MnO","F2_Mo","F2_Mo_INAA","F2_Na","F2_Na_INAA","F2_Na2O","F2_Nd_INAA","F2_Ni","F2_Ni_INAA","F2_NO2","F2_NO3","F2_P","F2_P2O5","F2_Pb","F2_pH","F2_PO4","F2_Rb","F2_S","F2_Sb","F2_Sb_INAA","F2_Sc","F2_Sc_INAA","F2_Se","F2_Se_INAA","F2_Si","F2_SiO2","F2_Sm_INAA","F2_Sn_INAA","F2_SO4","F2_Sr","F2_Sr_INAA","F2_Sum","F2_Ta_INAA","F2_Tb_INAA","F2_Te","F2_Th","F2_Th_INAA","F2_Ti","F2_TiO2","F2_U_INAA","F2_V","F2_W_INAA","F2_Y","F2_Yb_INAA","F2_Zn","F2_Zn_INAA","DATE","*SAMP","ELEV","UTM","*COUN","*ASP","*GENLAN","*TOPO","*FORDEN","*TREESPE","TRHIGH","RELAS","*BUSHDEN","*BUSHSPEC","*GRVEGETATIO","*MOSS","*TOP","AoMEAN","*AoRANGE","HUMNO","HUMTHI","*C_PAR","*C_grain","*COLA","*COLE","LOWDE","*COLB","LOWDB","*COLC","TOPC","*WEATH","TEMP","CATLEV0","CATLEV1","CATLEV2","LITO","F1_Ag","F1_Ag","F2_Ag","F1_Al2O3","F1_Al2O3","F2_Al2O3","F1_Au_INAA","F1_Au_INAA","F2_Au_INAA","F1_Ba_INAA","F1_Ba_INAA","F2_Ba_INAA"
589,265,691342,7507901,0.007,2.5,9470,14.93,0.4,0.25,0.001,1.5,64.1,460,0.16,0.031,0.001,3.2,2160,20000,3.63,0.02,23,0.001,6.5,11,2.5,33.1,110,1,18.3,0.7,0.0005,0.000001,12800,25500,3.7,4,0.01,0.5,0.0025,2500,1.95,10.3,13,17.7,1.94,0.18,33.3,4700,1.83,143,0.05,0.1,0.5,150,30100,3.97,12,25.5,10,0.0005,0.0005,486,0.11,0.9,5.9,0.002,60,30,0.005,0.05,2,9.1,0.014,1.5,90,66.67,2.2,50,0.003837,6,250,99.19,1.3,0.25,0.0015,5,4,1050,0.41,0.25,26.3,0.5,3.2,1,31.6,56,0.036,2.5,6760,14.01,0.3,0.25,0.004,1.5,29.3,410,0.14,0.034,0.001,3.5,2070,30000,3.56,0.012,17,0.001,3.6,9,3.1,18.6,93,0.5,6.8,0.7,0.0005,0.000001,7180,21700,3.25,5,0.01,0.5,0.0025,500,1.68,7.4,10,9.5,1.74,0.19,34.63,2240,1.55,66.1,0.05,0.1,0.5,110,28600,3.94,9,13.5,10,0.0005,0.0005,524,0.12,1.3,5.7,0.002,62,30,0.005,0.05,1.3,7.8,0.016,1.5,110,69.76,1.8,50,0.0022144,7.1,250,100.03,0.25,0.25,0.0015,3,2.8,531,0.37,0.25,15.4,0.5,2.7,1.1,13.7,25,"950624  ","Smirnov",150,36,"RUS","E","SLOPE","LOWBRLOW","MD",".SPPIBI.",-9999,-9999,"MD","..WI","M.BH.CGO","PSSC","M5",4,"3_6",5,3,"FLUVG",,,,3,,30,,40,"DRY",25,2,512,2,1,0.0205060966544099,0.0215,190.754387482883,0.650538238691624,14.47,8.99154441868174,0.00212132034355964,0.0025,169.705627484771,35.3553390593274,435,16.255328303139
587,273,569021.8,7683944,0.025,2.5,5470,13.64,0.2,0.25,0.002,1.5,31.8,530,0.14,0.022,0.001,3,1860,20000,3.35,0.015,23,0.001,5.1,10,2.1,9.3,47,0.5,24.6,0.7,0.0005,0.000001,9200,24400,3.79,3,0.01,0.5,0.0025,1300,1.85,6.7,13,8.9,1.07,0.2,33.77,2910,1.42,115,0.06,0.1,0.5,80,28400,3.53,7,8.5,10,0.0005,0.0005,251,0.06,1.1,6,0.002,62,53,0.005,0.05,1.2,9.4,0.005,1.5,120,70.85,1.6,50,0.0032814,5,250,99.98,0.25,0.25,0.005,3,3.9,602,0.35,0.9,18.2,0.5,1.8,1.3,19.3,58,0.009,2.5,4830,13.71,0.2,0.25,0.003,1.5,27.2,560,0.13,0.013,0.001,0.25,1340,20000,3.03,0.017,25,0.001,4.1,9,1.9,7.4,42,0.5,19.5,0.7,0.0005,0.000001,7660,23100,2.94,3,0.01,0.5,0.0025,1200,2.11,7.7,14,8.8,1.12,0.18,39.17,2370,1.13,110,0.05,0.3,0.5,60,26100,3.75,9,7.4,10,0.0005,0.0005,222,0.06,1.5,6,0.002,56,21,0.005,0.05,1.2,7.8,0.021,1.5,200,70.72,1.7,50,0.001,3.7,250,98.92,0.25,0.25,0.006,5,4.4,498,0.3,0.25,15.7,0.5,1.8,1.2,17,75,"950819  ","MLRJARP",150,35,"FIN","FLAT","FLAT","TOPTER","MD","P.",12,16,"NO","NO","CR.LINMO","HSDC","M10",1.7,"1.0_3.0",6,1.2,"FLUV",,-9999,-9999,5,-9999,22,-9999,40,"MIX",8,1,71,1,20,0.0113137084989848,0.017,133.102452929232,0.0494974746830585,13.675,0.72391187836283,0.000707106781186547,0.0025,56.5685424949238,21.2132034355964,545,7.78466181122805
503,277,451619.8,7653957,0.007,2.5,6990,12.3,0.3,1,0.004,1.5,40.5,560,0.16,0.024,0.001,1.8,2400,30000,3.47,0.027,25,0.0024096,10.5,20,1.9,110,290,0.5,23.5,0.7,0.0005,0.000001,15700,37600,4.49,3,0.02,0.5,0.0025,1300,1.62,8.7,12,4.7,1.22,0.2,32.05,6170,3.26,129,0.06,0.1,0.5,160,30200,3.51,10,47.5,70,0.0005,0.0005,388,0.07,1.2,6.1,0.002,71,14,0.023,0.05,2.1,15,0.061,1.5,80,68.32,1.9,50,0.001,10.1,250,98.72,0.25,0.25,0.011,4,3,722,0.39,1.2,35.6,2,2.5,1.1,14.5,66,0.009,2.5,6090,12.07,0.4,0.25,0.007,1.5,44.7,630,0.14,0.015,0.001,0.25,1730,30000,3.17,0.028,28,0.001,8.9,21,1.8,83.8,270,0.5,20.3,0.8,0.0005,0.000001,13000,41500,3.79,3,0.01,0.5,0.0025,1200,1.67,8.2,15,4.5,1.07,0.17,37.29,5310,2.63,122,0.05,0.1,0.5,120,28700,3.55,15,40,10,0.0005,0.0005,307,0.06,1.3,6.2,0.002,39,10,0.005,0.05,1.7,14,0.057,1.5,110,70,2.4,50,0.001,8.1,250,98.38,0.25,0.25,0.022,4,3.7,601,0.32,1.2,28.8,0.5,2.1,1.5,13,25,"950718  ","JARR",230,35,"FIN","NW","PLAIN","CONVMED","MD","P.BI",11,6,"S",,"LIN.CR.LI","HSDC","M10",0.4,"0.1_1.0",10,0.4,"FLUV",,-9999,-9999,3,-9999,12,-9999,35,"MIX",15,1,68,1,6,0.00141421356237309,0.008,35.3553390593274,0.162634559672906,12.185,2.66942239922702,0.00212132034355964,0.0055,77.138921583987,49.4974746830583,595,16.6378066161541
426,291,786258.3,7573949,0.005,2.5,9520,14.66,0.2,0.25,0.001,1.5,41.3,390,0.18,0.014,0.001,6.1,2260,20000,3.77,0.029,31,0.0028148,7.2,13,3.7,24.9,120,1,16.5,0.9,0.0005,0.000001,11200,30000,3.87,5,0.01,0.5,0.0025,1500,1.4,9.1,16,6.1,1.57,0.15,33.15,3410,1.83,120,0.07,0.1,0.5,270,28200,3.66,11,25.3,10,0.0005,0.0005,347,0.08,1.4,5.7,0.002,44,42,0.005,0.05,1.9,10,0.022,1.5,120,68.32,2.3,50,0.0140144,12.3,250,99.62,0.25,0.25,0.0015,1.5,3.6,714,0.4,0.25,24.8,0.5,2.6,1.3,17.5,99,0.006,2.5,14300,15.41,0.3,0.25,0.006,1.5,57.8,540,0.29,0.022,0.001,8.4,2610,20000,3.74,0.031,34,0.002714,7.6,14,3.4,32.7,95,0.5,19.9,1,0.0005,0.000001,14600,30500,4.13,4,0.01,0.5,0.0025,1800,1.51,13.3,20,8.6,2.39,0.18,35.04,4470,1.84,154,0.06,0.1,5,320,27700,3.79,16,24.5,10,0.0005,0.0005,325,0.08,1.8,5.6,0.002,40,43,0.021,0.05,2.8,10,0.012,1.5,270,66.31,2.7,50,0.0092506,13.2,250,99.71,0.25,0.25,0.0015,5,4.1,1060,0.44,0.25,34.6,0.5,3.9,1.3,24.6,105,"950621  ","Smirnov",240,36,"RUS","SE","SLOPE","LOWBRMED","MD",".SPBI.PI",-9999,-9999,"NO","NO","C.B.L","HSDC","M8",5,"2_7",5,3,"TILL",,,,3,,7,,22,"DRY",20,2,512,3,20,0.000707106781186548,0.0055,25.712973861329,0.530330085889911,15.035,7.05460706205402,0.00353553390593274,0.0035,202.030508910442,106.066017177982,465,45.619792334616
661,292,810466.7,7492623,0.008,2.5,7470,13.85,0.4,0.25,0.001,1.5,39.7,580,0.22,0.016,0.001,2.7,2330,30000,3.81,0.025,36,0.001,5.3,12,2.2,23.3,160,0.5,15.8,1,0.0005,0.000001,9380,30000,3.7,6,0.01,0.5,0.0025,1100,1.58,10.3,18,6.2,1.23,0.25,30.12,3060,1.71,153,0.07,0.1,0.5,200,31200,3.7,11,15.9,10,0.0005,0.0005,420,0.1,1.2,5.9,0.002,78,14,0.012,0.05,1.8,11,0.024,1.5,170,69.74,2.6,50,0.0041712,14.6,250,99.95,0.9,0.25,0.004,5,4.4,646,0.45,1,20.1,0.5,2.9,1.5,15.4,73,0.011,2.5,7060,13.78,0.4,0.7,0.001,1.5,37,570,0.23,0.023,0.001,3,2910,30000,3.73,0.023,40,0.001,5.3,11,2,23,120,0.5,14.6,0.9,0.0005,0.000001,9850,26800,3.52,5,0.01,0.5,0.0025,900,1.57,12.2,17,6.1,1.06,0.2,31.41,2970,1.54,157,0.06,0.1,0.5,230,29700,3.82,15,13.5,10,0.0005,0.0005,435,0.1,1.5,5.7,0.002,54,17,0.019,0.05,2,9.6,0.012,1.5,180,70.74,2.3,50,0.0039098,16.1,500,100.33,0.25,0.25,0.006,5,4.3,711,0.41,0.25,22,0.5,3.7,1.4,16,77,"950628  ","Smirnov",140,36,"RUS","FLAT","FLAT","FLAT","MD",".PIBI.",10,6,"S",".BI.","L.H.BM","PSSC","M8",1.5,"0,5_2",12,1.5,"FLUVG",,,,3,,19,,40,"MIX",12,2,513,0,1,0.00212132034355964,0.0095,44.6593756538872,0.0494974746830585,13.815,0.716575818792016,0,0.001,0,7.07106781186548,575,2.45950184760538
316,301,677413.7,7710985,0.015,2.5,4930,13.06,0.5,2.3,0.006,1.5,19.7,510,0.13,0.032,0.001,3.6,2080,20000,3.01,0.027,36,0.0065972,4.1,10,2.5,15.6,60,0.5,11.3,1.1,0.0030654,0.000001,8970,27300,3.67,5,0.01,0.5,0.0025,800,1.39,10.7,19,4.6,0.85,0.29,33.87,2190,1.37,85.7,0.06,0.1,0.5,160,28600,3.48,16,10.8,10,0.0005,0.0005,399,0.09,1.7,5.5,0.002,35,27,0.005,0.05,1.8,10,0.022,1.5,230,72.85,2.7,50,0.003735,5.7,250,100.32,0.25,0.25,0.0015,5,4.5,588,0.5,0.25,20.3,0.5,3.5,1.8,13.5,89,0.017,2.5,7610,13.5,0.6,0.25,0.001,1.5,20.9,430,0.17,0.06,0.001,6.3,2710,20000,3.39,0.022,41,0.0046748,4.3,9,3.7,20.8,64,0.5,10,1.3,0.0005,0.000001,10700,27900,4.09,7,0.01,0.5,0.0025,700,1.24,12.6,20,4.4,1.39,0.34,38.16,2730,1.54,100,0.06,0.1,0.5,240,26800,3.48,16,10.6,10,0.0005,0.0005,463,0.1,1.6,5.3,0.002,35,47,0.031,0.05,2.6,11,0.064,1.5,290,70.34,2.9,50,0.008012,7.5,250,99.71,0.7,0.25,0.02,6,5,783,0.58,1.4,26.9,0.5,4.9,2,13.2,71,"950820  ","Smirnov",180,36,"RUS","FLAT","SLOPE","TOP","S","BI..",3,0,"S","BI..","C.L.BGM","PS","M6",1,"0,5_3",7,1,"FLUVG",,,,5,,15,,25,"RAIN",6,1,503,0,21,0.0014142135623731,0.016,17.6776695296637,0.311126983722081,13.28,4.68564734521206,0.00353553390593274,0.0035,202.030508910442,56.5685424949238,470,24.0717202106059
341,310,393750,7779400,0.006,2.5,5510,10.38,0.8,0.25,0.003,1.5,25.4,520,0.17,0.036,0.001,0.25,2110,10000,1.75,0.023,36,0.001,5.5,7,2.9,11,31,0.5,7.7,0.9,0.0005,0.000001,10800,17800,2.54,6,0.01,0.5,0.0025,1400,1.98,12,18,4.8,1.33,0.29,32.89,2130,0.76,210,0.04,0.1,6,80,19500,2.8,16,7.9,10,0.0005,0.0005,466,0.08,4.8,5.5,0.002,50,20,0.036,0.05,1.5,5.9,0.032,1.5,150,77.69,2.7,50,0.0029922,14.2,250,99.84,0.25,0.25,0.004,6,4.8,743,0.48,0.25,14.5,0.5,5.7,2.1,18.1,25,0.008,2.5,5280,10.36,0.8,1.7,0.001,1.5,24,600,0.18,0.043,0.001,2.8,1970,20000,1.77,0.021,47,0.001,5,8,2.3,14.7,51,1,9.8,1.1,0.0005,0.000001,11100,23600,2.82,8,0.01,0.5,0.0025,1400,1.99,13.3,25,4.8,1.06,0.36,32.47,2300,0.9,154,0.04,0.1,0.5,80,23400,2.81,20,8.9,10,0.0005,0.0005,391,0.08,4.4,5.9,0.002,58,14,0.039,0.4,1.5,7.8,0.005,1.5,170,77.08,3.4,50,0.001,14,250,99.41,0.7,0.7,0.0015,6,5.8,773,0.51,1.4,15.8,0.5,5.6,2.5,14.9,58,"950716  ","CRPCTF",285,35,"NOR","NE","PLAIN","FLAT","MD","BI",2.5,0,"S","BI","C.B.GML","HSSC","M10",4,"3_12",5,3,"TILL",,,,4,,30,,52,"DRY",14,1,223,0,10,0.0014142135623731,0.007,40.4061017820884,0.0141421356237319,10.37,0.272750928133691,0.0014142135623731,0.002,141.42135623731,56.5685424949238,560,20.2030508910442
721,311,764711.3,7568026,0.015,2.5,14900,15.55,0.4,0.25,0.006,1.5,72.2,850,0.79,0.014,0.001,13,2670,40000,3.48,0.018,58,0.0022902,3.5,10,3.3,16.1,100,0.5,9.9,1.4,0.0005,0.000001,7840,31600,3.82,7,0.01,0.5,0.0025,1300,2.29,16.1,31,3.8,2.54,0.23,33.65,2110,1.46,116,0.09,0.1,0.5,1850,34600,4.13,27,10.2,10,0.0005,0.0005,420,0.1,1.2,5.9,0.002,69,51,0.005,0.05,1.4,9.4,0.038,1.5,200,65.23,3.7,50,0.0082072,118,250,99.21,2.7,0.25,0.0015,4,5,737,0.53,1.2,18,0.5,4.6,1.5,15.6,25,0.007,2.5,12800,15.08,0.4,0.25,0.001,1.5,73.3,530,0.79,0.062,0.001,5.3,3410,30000,3.91,0.019,50,0.0030976,4.3,11,3,16.9,110,0.5,11.4,1.4,0.0005,0.000001,8240,31700,4.06,7,0.01,0.5,0.0025,1400,1.95,17.8,28,5.2,1.88,0.25,35.18,2760,1.74,157,0.09,0.1,0.5,1340,32400,3.99,18,11.9,10,0.0005,0.0005,471,0.11,1.3,6.3,0.002,71,29,0.041,0.05,1.6,9.6,0.086,1.5,450,66.77,3.3,50,0.006049,112,800,100.1,2.2,0.25,0.055,5,3.9,719,0.52,1.6,18.6,0.5,4.4,1.7,16.4,75,"950718  ","Smirnov",160,36,"RUS","FLAT","PLAIN","FLAT","MD",".PIBI.SP",13,7,"MD","..WIBI","C.BM.HGL","HSSC","D6",5,"4_6",10,5,"FLUVG",,,,6,,30,,62,"DRY",17,2,512,3,20,0.00565685424949238,0.011,102.851895445316,0.332340187157678,15.315,4.34006121002517,0.00353553390593274,0.0035,202.030508910442,226.274169979695,690,65.5867159361435
725,318,538800,7818200,0.012,2.5,14800,14.91,1.5,3.5,0.001,1.5,42.2,670,0.7,0.121,0.001,6.9,1490,5000,0.8,0.039,110,0.0027976,17,18,3.9,48.9,110,3,33.5,1.8,0.0005,0.000001,40100,47600,6.65,8,0.03,0.5,0.0025,1000,2.88,26.4,53,28.1,3.28,0.59,37.93,10500,2.29,486,0.08,0.1,4,80,17300,2.15,41,44.5,10,0.0005,0.0005,453,0.1,11,5.6,0.002,120,26,0.048,0.5,3.6,14,0.053,1.5,130,65.89,6.7,50,0.003882,7.9,250,99.85,0.25,0.8,0.008,16,14,787,0.82,2.1,36.7,0.5,13.7,3.8,68.7,80,0.013,2.5,13400,14.78,1.4,0.25,0.004,1.5,57,590,0.79,0.131,0.001,5.1,1990,10000,0.95,0.037,100,0.002587,14.5,16,3.7,44.5,96,3,41.2,2,0.0005,0.000001,36800,46100,6.51,8,0.02,0.5,0.0025,1000,2.87,26.9,55,28,2.92,0.66,34.06,10100,2.22,445,0.07,0.1,0.5,70,17300,2.23,45,42.2,10,0.0005,0.0005,546,0.12,11.8,6,0.002,120,22,0.069,0.4,3.4,14,0.026,1.5,150,66.17,7.2,50,0.001,12.7,250,99.66,1.6,0.9,0.025,14,14,656,0.81,3.9,32.1,0.5,15.3,4,67.3,117,"950723  ","CRTF",90,35,"NOR","SE","LOWMO","CONVLOW","MD","BI",2.5,0,"MD","BI","C.BML.GO","PSDC","M10",7,"5_",5,3,"TILL",,,,11,,22,,36,"RAIN",10,1,68,3,10,0.000707106781186547,0.0125,11.3137084989848,0.0919238815542517,14.845,1.23844906102057,0.00212132034355964,0.0025,169.705627484771,56.5685424949238,630,17.958267458706
379,327,767356.3,7459077,0.015,2.5,17900,19.26,0.3,0.25,0.001,1.5,20.2,340,0.12,0.006,0.001,2.5,8500,60000,7.6,0.019,14,0.001,6.1,17,2.6,15.1,64,0.5,36.9,0.8,0.0005,0.000001,8210,28300,4.85,1,0.01,0.5,0.0025,300,0.87,2.6,6.3,6.4,1.8,0.11,33.17,4370,2.55,75.3,0.07,0.1,0.5,900,29900,3.34,6,30.5,66,0.0005,0.0005,157,0.06,0.8,6.4,0.002,40,12,0.005,0.05,1.2,7.7,0.022,1.5,240,59.12,1.1,50,0.0021658,32.1,250,99.97,0.25,0.25,0.0015,1.5,1.3,261,0.44,0.25,15,0.5,0.9,0.7,14.4,78,0.025,2.5,25600,19.12,0.5,0.25,0.004,1.5,38,410,0.18,0.019,0.001,6.5,8370,50000,6.31,0.028,23,0.001,6.5,17,4.1,18.2,87,0.5,29.9,0.9,0.0005,0.000001,9430,33900,4.37,4,0.01,0.5,0.0025,500,1.01,4.5,9,7.1,2.81,0.18,31.68,4200,2.28,98.2,0.06,0.1,0.5,1290,28100,3.5,12,24.6,10,0.0005,0.0005,420,0.1,1.1,5.9,0.002,25,28,0.005,0.05,1.7,10,0.013,1.5,450,59.63,1.7,50,0.0034138,33.8,250,99.67,0.9,0.25,0.0015,1.5,1.7,548,0.47,0.25,19.1,5,2.2,1.2,16.2,78,"950706  ","Smirnov",100,36,"RUS","FLAT","PLAIN","FLAT","MD","PI..SPBI",7,15,"S",".BI.","L.BO.CM","HSSC","M7",3,"1,5_5",7,3,"FLUVG",,,,1.5,,5,,23,"DRY",15,2,512,5,32,0.00707106781186548,0.02,70.7106781186548,0.098994949366117,19.19,1.03173475107991,0.00212132034355964,0.0025,169.705627484771,49.4974746830583,375,26.3986531642978
373,343,502099.2,7630117,0.013,2.5,27100,17.13,1.6,0.25,0.007,1.5,151,930,1.01,0.033,0.001,3.5,1390,20000,2.29,0.032,96,0.001,12.2,14,3.7,52,110,0.5,30.7,1.9,0.0005,0.000001,31600,43900,6.07,8,0.02,0.5,0.0025,3000,2.65,28.9,57,10.2,3.18,0.47,33.75,7430,1.94,210,0.06,0.5,13,180,18300,2.48,45,33.1,10,0.0005,0.0005,403,0.11,4.2,6.2,0.002,72,35,0.012,0.2,7,14,0.082,1.5,200,62.51,6.7,50,0.0055554,20.8,250,99.12,0.25,0.9,0.023,15,13,1520,0.71,1.5,67.7,0.5,11.6,3.1,51.4,120,0.013,2.5,25600,17.34,1.7,0.25,0.006,1.5,143,900,0.96,0.026,0.001,0.25,1410,20000,2.33,0.031,95,0.001,12.1,14,3.8,50.5,100,0.5,28.4,2,0.0005,0.000001,30500,41900,6.23,9,0.01,0.5,0.0025,2900,2.65,29.8,57,10.1,3.14,0.49,31.92,7220,2,215,0.06,0.7,0.5,190,19000,2.48,43,31.4,10,0.0005,0.0005,394,0.11,4.6,6.1,0.002,71,35,0.016,0.05,6.8,14,0.064,1.5,220,62.73,6.8,50,0.0070902,19.8,250,99.83,0.25,0.9,0.018,16,13,1470,0.74,0.25,65.1,0.5,11.2,3,47,108,"950720  ","MLRJSRR",190,35,"FIN","NE","PLAIN","CONVLOW","S","P.BI",15,9,"NO","NO","B.CRGRMARMO.LI","HSDC","D10",2,"1.0_3.0",10,1,"FLUV",,-9999,-9999,4,-9999,15,-9999,30,"DRY",12,1,71,6,31,0,0.013,0,0.148492424049176,17.235,1.72314968435365,0.000707106781186548,0.0065,21.7571317288168,21.2132034355964,915,4.63676577827244
451,368,463694.8,7598600,0.008,2.5,21000,14.98,0.7,0.25,0.004,1.5,96.2,740,0.41,0.038,0.001,4,2300,20000,3.26,0.045,69,0.0025098,12.6,16,3.2,43.8,120,0.5,31.8,1.6,0.0005,0.000001,24600,53400,7.41,7,0.02,0.5,0.0025,1300,1.72,21.8,37,5.6,2.86,0.56,33.47,5140,2.63,199,0.1,0.2,3,200,17500,2.29,32,27.4,43,0.0005,0.0005,373,0.09,3.5,6.6,0.002,56,38,0.016,0.05,6.8,22,0.13,1.5,180,63.91,5.1,50,0.005976,10.5,250,99.99,0.25,0.9,0.024,8,8.9,1200,0.72,1,54.8,0.5,10.1,3.4,36.6,124,0.008,2.5,20400,14.67,0.8,0.25,0.007,1.5,93.1,900,0.39,0.031,0.001,5.4,2340,20000,3.09,0.052,68,0.001,11.9,18,3.2,41.3,110,0.5,30.8,1.6,0.0005,0.000001,23300,51600,7.06,6,0.03,0.5,0.0025,1300,1.71,20.5,35,5.6,3.17,0.51,33.44,4950,2.56,200,0.09,0.2,0.5,200,17800,2.12,30,25.2,53,0.0005,0.0005,357,0.09,2.1,6,0.002,61,40,0.017,0.05,6.5,22,0.127,1.5,190,64.03,4.8,50,0.004805,10.8,250,99.28,0.25,0.8,0.02,9,8.4,1170,0.7,0.25,52.3,0.5,7.7,3.3,36.5,114,"950724  ","MAVG",309,35,"FIN","S","FLAT","FLAT","MD","BI.PBET.JUN",8,7,"MD","JUN","MO.BCRJUO","HSSC","-9999",-9999,"-9999",5,2.5,"FLUV",,,-9999,4,,12,,40,"MIX",12,1,71,4,32,0,0.008,0,0.21920310216783,14.825,2.95720879821693,0.00212132034355964,0.0055,77.138921583987,113.137084989848,820,27.5944109731336
431,395,650230.2,7485217,0.004,2.5,22400,14.83,0.8,0.25,0.001,1.5,83.8,380,0.38,0.104,0.001,5.9,850,20000,2.59,0.033,28,0.001,11.6,12,3.3,54,120,2,23.1,0.7,0.0005,0.000001,19700,28200,4.06,4,0.03,0.5,0.0025,2500,1.41,13.1,15,29.8,3.34,0.14,35.84,5690,1.56,173,0.05,0.2,0.5,90,23300,3.09,15,34.1,10,0.0005,0.0005,167,0.05,3.2,5.7,0.002,58,45,0.014,0.05,3.8,9.2,0.098,1.5,150,68.46,1.9,50,0.0065268,5.8,250,99.91,0.25,0.25,0.011,9,4.2,1340,0.47,1.3,44,0.5,3.1,1.1,40.4,69,0.011,2.5,15500,13.29,0.7,0.25,0.001,3,50,400,0.28,0.063,0.001,5,950,20000,2.58,0.019,25,0.001,7.2,11,3.3,32.3,97,2,13.9,0.8,0.0005,0.000001,14300,26200,3.12,4,0.02,0.5,0.0025,1500,1.15,8.2,12,18.8,2.51,0.2,32.76,4030,1.22,107,0.04,0.1,0.5,100,26500,3.36,10,21.5,10,0.0005,0.0005,154,0.04,1.4,5.4,0.002,43,40,0.005,0.05,2.7,8.4,0.075,1.5,130,71.65,1.8,50,0.0053308,5,250,99.31,0.25,0.25,0.004,5,3.5,1030,0.36,0.25,31.6,0.5,2.6,1,28.4,72,"950813  ","Smirnov",285,36,"RUS","E","SLOPE","LOWBRLOW","MD","BI.SP.",5,2,"S","..WI","M.O.BCGL","HSDR","M5",2,"2_3",6,2,"TILL",,,,7,,23,,32,"DRY",18,2,512,1,1,0.00494974746830583,0.0075,131.993265821489,1.08894444302728,14.06,15.4899636276996,0,0.001,0,14.142135623731,390,7.25237724293895
